OC,B1,B2,B3,B4,B5,B6,B7,NDVI,B1_bare,B2_bare,B3_bare,B4_bare,B5_bare,B6_bare,B7_bare
12.1,0.0487041,0.0496321,0.0954298,0.0855655,0.428269,0.213813,0.125164,0.666953075,0.0947398,0.09573015,0.161336,0.235391495,0.32706399,0.404545,0.3256945
12.2,0.0577326,0.0761275,0.131422,0.198052,0.360255,0.426394,0.271008,0.290526538,0.102524167,0.104836033,0.162052007,0.248314337,0.328834333,0.401149997,0.32885267
12.2,0.0482374,0.052679,0.120943,0.160001,0.350064,0.334266,0.238135,0.372625058,0.102524167,0.104836033,0.162052007,0.248314337,0.328834333,0.401149997,0.32885267
12.2,0.038693,0.0404558,0.0939182,0.102092,0.346983,0.206031,0.127013,0.545323164,0.102524167,0.104836033,0.162052007,0.248314337,0.328834333,0.401149997,0.32885267
12.3,0.0548263,0.0615722,0.112912,0.172288,0.305051,0.338378,0.255635,0.278131475,0.0921879,0.103033633,0.159121,0.2369,0.344913,0.40942567,0.314095663
12.3,0.0665068,0.0593094,0.0976905,0.0986132,0.303682,0.256142,0.170621,0.509747071,0.0921879,0.103033633,0.159121,0.2369,0.344913,0.40942567,0.314095663
12.3,0.0487636,0.0469466,0.0959139,0.0938856,0.369938,0.228485,0.142478,0.595166783,0.0921879,0.103033633,0.159121,0.2369,0.344913,0.40942567,0.314095663
12.3,0.0273451,0.0253278,0.0614629,0.0612359,0.334707,0.193784,0.115627,0.690683177,0.0921879,0.103033633,0.159121,0.2369,0.344913,0.40942567,0.314095663
12.4,0.0377841,0.0383043,0.0909548,0.114003,0.357232,0.250089,0.181974,0.516152238,0.0817518,0.0831473,0.120666,0.217334,0.307229,0.38576001,0.31457599
12.5,0.122401,0.127057,0.163254,0.198542,0.382475,0.355316,0.25007,0.316570772,0.08345495,0.09180375,0.144693005,0.206755995,0.303293505,0.3850415,0.315875
12.5,0.0842676,0.0824775,0.114798,0.128648,0.278606,0.307304,0.232656,0.368217378,0.08345495,0.09180375,0.144693005,0.206755995,0.303293505,0.3850415,0.315875
12.5,0.0352855,0.0388537,0.0862238,0.121981,0.303162,0.286302,0.2245,0.426164843,0.08345495,0.09180375,0.144693005,0.206755995,0.303293505,0.3850415,0.315875
12.5,0.0747122,0.0712034,0.115348,0.112138,0.383561,0.286583,0.185424,0.547556077,0.08345495,0.09180375,0.144693005,0.206755995,0.303293505,0.3850415,0.315875
12.5,0.06347811,0.05146426,0.0767737,0.0658341,0.31245187,0.17314802,0.08340585,0.651934752,0.08345495,0.09180375,0.144693005,0.206755995,0.303293505,0.3850415,0.315875
12.5,0.0532775,0.0494509,0.0928229,0.0945943,0.470489,0.201809,0.112902,0.665202281,0.08345495,0.09180375,0.144693005,0.206755995,0.303293505,0.3850415,0.315875
12.5,0.0341926,0.0291769,0.0608222,0.0553063,0.316947,0.213552,0.117188,0.70285663,0.08345495,0.09180375,0.144693005,0.206755995,0.303293505,0.3850415,0.315875
12.6,0.064462,0.0639225,0.100084,0.120813,0.256496,0.2974,0.214051,0.359607112,0.078682233,0.092276733,0.15330967,0.231770333,0.339891,0.405967667,0.31647467
12.7,0.0545633,0.0516673,0.0787255,0.089381,0.256268,0.291656,0.190271,0.482822169,0.0858397,0.0904656,0.15023634,0.230629333,0.311620667,0.394762,0.315571333
12.7,0.0416324,0.0387333,0.0661509,0.0600963,0.291572,0.207377,0.14817,0.658221682,0.0858397,0.0904656,0.15023634,0.230629333,0.311620667,0.394762,0.315571333
12.8,0.0597549,0.0622253,0.118967,0.159718,0.326683,0.321927,0.247836,0.343266153,0.093776567,0.1005088,0.154743337,0.23265333,0.316892337,0.40276833,0.323044
12.8,0.0269643,0.0241013,0.0585654,0.0671841,0.300203,0.164813,0.100582,0.634259886,0.093776567,0.1005088,0.154743337,0.23265333,0.316892337,0.40276833,0.323044
12.8,0.0378807,0.0275238,0.0490632,0.0257801,0.413344,0.120995,0.0487321,0.882583989,0.093776567,0.1005088,0.154743337,0.23265333,0.316892337,0.40276833,0.323044
12.9,0.0521952,0.0547495,0.0969557,0.121814,0.303538,0.241377,0.155949,0.427232034,0.086317,0.0957733,0.158199402,0.234727996,0.320814002,0.4040142,0.3237584
12.9,0.0503642,0.0504206,0.087768,0.0976339,0.303591,0.205603,0.129426,0.513320833,0.086317,0.0957733,0.158199402,0.234727996,0.320814002,0.4040142,0.3237584
13,0.0522481,0.0748602,0.135055,0.202531,0.378423,0.409105,0.257716,0.302764074,0.091029975,0.104638275,0.16522325,0.235438243,0.325066753,0.405053253,0.323547745
13,0.0183508,0.0281001,0.0990088,0.156092,0.329361,0.336598,0.267491,0.356922297,0.091029975,0.104638275,0.16522325,0.235438243,0.325066753,0.405053253,0.323547745
13,0.0733094,0.0780948,0.133733,0.141734,0.299907,0.323358,0.259598,0.35814836,0.091029975,0.104638275,0.16522325,0.235438243,0.325066753,0.405053253,0.323547745
13.2,0.08328,0.105325,0.17239401,0.245573,0.422335,0.46762899,0.30577201,0.264650221,0.08701275,0.09350425,0.154128995,0.218754005,0.332205005,0.390249505,0.279722005
13.2,0.0645567,0.0576492,0.0890346,0.0880607,0.232263,0.211012,0.132773,0.450176806,0.08701275,0.09350425,0.154128995,0.218754005,0.332205005,0.390249505,0.279722005
13.3,0.0754045,0.08573,0.134414,0.187596,0.333412,0.401876,0.276605,0.279872862,0.083694,0.101667,0.161489,0.227756,0.35742,0.430938,0.299033
13.3,0.0752994,0.08783,0.141617,0.204782,0.364407,0.444663,0.313002,0.280442876,0.083694,0.101667,0.161489,0.227756,0.35742,0.430938,0.299033
13.3,0.0869875,0.0911276,0.13998,0.164371,0.343319,0.339242,0.242483,0.352474935,0.083694,0.101667,0.161489,0.227756,0.35742,0.430938,0.299033
13.4,0.034608,0.0380845,0.0806105,0.113123,0.253231,0.248134,0.186313,0.382438843,0.0957311,0.09419682,0.162181796,0.2277538,0.322413404,0.399083002,0.3166316
13.5,0.0509027,0.0533743,0.111767,0.116002,0.359514,0.213367,0.131779,0.512100539,0.0936923,0.106142,0.167726,0.234381,0.323827,0.40363701,0.326536
13.5,0.0364829,0.0379097,0.0729437,0.0723364,0.379472,0.194617,0.104378,0.679791699,0.0936923,0.106142,0.167726,0.234381,0.323827,0.40363701,0.326536
13.6,0.0683136,0.0727673,0.112444,0.169005,0.362212,0.291728,0.157299,0.363706357,0.09300175,0.100438023,0.172675753,0.244031752,0.337588753,0.414567995,0.334809
13.8,0.0544138,0.0548287,0.0843483,0.105553,0.188058,0.264576,0.208943,0.281001052,0.102134933,0.098281,0.1632448,0.225112337,0.328902,0.39575567,0.308699333
13.8,0.0354698,0.0322864,0.0666158,0.0754782,0.29121,0.180639,0.112527,0.588324904,0.102134933,0.098281,0.1632448,0.225112337,0.328902,0.39575567,0.308699333
13.9,0.0684859,0.0788531,0.14167,0.23779,0.545461,0.435456,0.213977,0.392812776,0.113294,0.093856,0.16794901,0.23420099,0.324358,0.40839699,0.325705
14,0.0559505,0.062026,0.104668,0.143105,0.325387,0.361365,0.234707,0.389082418,0.0824377,0.0941647,0.144906495,0.2033495,0.322629005,0.40986949,0.281336995
14,0.0392123,0.0417598,0.090649,0.0997123,0.302956,0.247863,0.173322,0.504742241,0.0824377,0.0941647,0.144906495,0.2033495,0.322629005,0.40986949,0.281336995
14,0.0237359,0.027129,0.0751026,0.0910814,0.325036,0.260135,0.181152,0.562232197,0.0824377,0.0941647,0.144906495,0.2033495,0.322629005,0.40986949,0.281336995
14.1,0.0665094,0.0720467,0.109116,0.143708,0.320576,0.344522,0.225208,0.380947868,0.089347033,0.0937039,0.155882333,0.234334333,0.323374667,0.41162533,0.329229667
14.1,0.0771592,0.0732913,0.126193,0.13096,0.421833,0.251657,0.165909,0.526187922,0.089347033,0.0937039,0.155882333,0.234334333,0.323374667,0.41162533,0.329229667
14.2,0.0734892,0.0850807,0.13646,0.198821,0.340246,0.402075,0.262178,0.262351433,0.0990836,0.10311845,0.1519955,0.1934885,0.2993895,0.386046,0.306562
14.3,0.0694221,0.0768156,0.121106,0.15668,0.30084,0.366264,0.249281,0.315090051,0.082199,0.081716,0.153756,0.275718,0.36954299,0.419193,0.33480901
14.3,0.0594729,0.0741081,0.13491,0.176319,0.343757,0.363363,0.240399,0.3219491,0.082199,0.081716,0.153756,0.275718,0.36954299,0.419193,0.33480901
14.3,0.0159228,0.0101249,0.0408121,0.0224691,0.370092,0.122027,0.04568,0.885525591,0.082199,0.081716,0.153756,0.275718,0.36954299,0.419193,0.33480901
14.4,0.0525493,0.0587256,0.0992994,0.129975,0.219185,0.222504,0.154215,0.255498912,0.081537125,0.09375885,0.154551248,0.22611825,0.337292503,0.418648248,0.313101003
14.4,0.0660773,0.0676694,0.103613,0.119202,0.286717,0.30317,0.207526,0.412680855,0.081537125,0.09375885,0.154551248,0.22611825,0.337292503,0.418648248,0.313101003
14.4,0.0252972,0.025237,0.0752048,0.0849739,0.291125,0.294653,0.197661,0.548130026,0.081537125,0.09375885,0.154551248,0.22611825,0.337292503,0.418648248,0.313101003
14.4,0.0574002,0.0554004,0.0943934,0.0916418,0.402128,0.251454,0.160906,0.628807594,0.081537125,0.09375885,0.154551248,0.22611825,0.337292503,0.418648248,0.313101003
14.5,0.0647078,0.0752181,0.122976,0.180605,0.306007,0.383232,0.269494,0.25770429,0.105409,0.104467,0.178028495,0.222923,0.30372549,0.3943735,0.294406
14.5,0.058134,0.0697418,0.124794,0.173404,0.306536,0.289884,0.209513,0.277393007,0.105409,0.104467,0.178028495,0.222923,0.30372549,0.3943735,0.294406
14.5,0.0118158,0.00685409,0.0268381,0.0199644,0.385491,0.0966794,0.0461909,0.901521104,0.105409,0.104467,0.178028495,0.222923,0.30372549,0.3943735,0.294406
14.6,0.0870017,0.0993393,0.162877,0.218564,0.431892,0.386841,0.260943,0.327966842,0.094847,0.10843501,0.151506,0.22351299,0.32602699,0.40670699,0.30152199
14.6,0.0620331,0.0753766,0.125906,0.195428,0.397404,0.3374,0.182272,0.340696858,0.094847,0.10843501,0.151506,0.22351299,0.32602699,0.40670699,0.30152199
14.6,0.0641089,0.0628464,0.0955413,0.114176,0.252815,0.275107,0.228923,0.377772207,0.094847,0.10843501,0.151506,0.22351299,0.32602699,0.40670699,0.30152199
14.6,0.0553741,0.0553393,0.103533,0.108899,0.351561,0.229095,0.143537,0.526999088,0.094847,0.10843501,0.151506,0.22351299,0.32602699,0.40670699,0.30152199
14.6,0.0355675,0.0278079,0.0550465,0.0382342,0.356102,0.14675,0.0793168,0.806083236,0.094847,0.10843501,0.151506,0.22351299,0.32602699,0.40670699,0.30152199
14.7,0.028353,0.0297622,0.0831817,0.125011,0.32421,0.328979,0.236053,0.443432075,0.085279228,0.090343203,0.14769821,0.228420818,0.305882365,0.39835839,0.331987485
14.7,0.0253279,0.0188971,0.0507283,0.0431166,0.270743,0.11129,0.0598197,0.725249124,0.085279228,0.090343203,0.14769821,0.228420818,0.305882365,0.39835839,0.331987485
14.8,0.0440817,0.0463838,0.075965,0.103957,0.288039,0.196699,0.129631,0.469601731,0.094579713,0.1009797,0.168105732,0.240501965,0.336555832,0.413250165,0.333828668
14.9,0.0570115,0.0510572,0.0878345,0.0868172,0.37359,0.176325,0.0956578,0.622867757,0.1009183,0.11074815,0.177397505,0.235607995,0.3631635,0.434056005,0.341806
14.9,0.0266272,0.0251762,0.0722727,0.0751143,0.373519,0.260454,0.163018,0.665141665,0.1009183,0.11074815,0.177397505,0.235607995,0.3631635,0.434056005,0.341806
15,0.048946,0.0591468,0.103133,0.147567,0.274326,0.3142,0.225023,0.300452958,0.08601335,0.0993484,0.1531885,0.215744,0.310955995,0.382943005,0.318522995
15,0.0391773,0.0412486,0.0945211,0.109567,0.316858,0.216381,0.137771,0.486113619,0.08601335,0.0993484,0.1531885,0.215744,0.310955995,0.382943005,0.318522995
15.2,0.120203,0.130392,0.187315,0.249011,0.418274,0.462721,0.315774,0.253659231,0.095263875,0.1076302,0.166847998,0.228011748,0.314661998,0.384418998,0.317052997
15.3,0.0449803,0.0513029,0.10627,0.140944,0.294583,0.33542,0.240883,0.35276573,0.1045144,0.115912,0.180507495,0.240279495,0.318368,0.38589499,0.315583
15.5,0.0735153,0.0836704,0.129411,0.177637,0.325765,0.405375,0.261741,0.294253896,0.097243533,0.087797733,0.167419337,0.22742934,0.325208337,0.396044327,0.314924007
15.5,0.0327548,0.0275788,0.0632647,0.0493907,0.439473,0.138686,0.0658021,0.797936726,0.097243533,0.087797733,0.167419337,0.22742934,0.325208337,0.396044327,0.314924007
15.8,0.0704254,0.0873941,0.1445,0.211989,0.366419,0.417757,0.278662,0.266991466,0.0880745,0.0988367,0.158182,0.23696901,0.31494401,0.39239801,0.31319601
15.8,0.0274759,0.0194261,0.0370073,0.0251221,0.325339,0.1274,0.064607,0.856634017,0.0880745,0.0988367,0.158182,0.23696901,0.31494401,0.39239801,0.31319601
16,0.0355068,0.0373335,0.0958697,0.116492,0.399112,0.306093,0.193996,0.548133839,0.102421,0.106974,0.175281005,0.236609495,0.321016495,0.390368995,0.311121005
16,0.0274028,0.0248958,0.0612619,0.0453046,0.417493,0.20228,0.104835,0.804214196,0.102421,0.106974,0.175281005,0.236609495,0.321016495,0.390368995,0.311121005
16.2,0.0767708,0.088509,0.137677,0.181006,0.354049,0.308351,0.205389,0.323411612,0.0956688,0.102566833,0.165688668,0.229836663,0.326040832,0.399379833,0.31779817
16.4,0.0314345,0.0325878,0.0703314,0.0771225,0.279687,0.22028,0.157174,0.567710501,0.09429,0.09981,0.158928,0.225521,0.31291301,0.39307801,0.31556701
16.4,0.018429,0.0177341,0.0554318,0.0450846,0.328383,0.149213,0.0803896,0.758562189,0.09429,0.09981,0.158928,0.225521,0.31291301,0.39307801,0.31556701
16.8,0.0578016,0.069299,0.11811,0.17668,0.308934,0.391283,0.285106,0.272343878,0.08968362,0.09995878,0.1601116,0.2314996,0.319931606,0.398288802,0.331823998
16.9,0.0762609,0.0846272,0.134915,0.202668,0.358041,0.365192,0.212866,0.277100956,0.1048796,0.114292,0.17084025,0.226735,0.318102253,0.402281998,0.319467748
16.9,0.0647322,0.0681051,0.115303,0.138322,0.290983,0.270791,0.184673,0.355600331,0.1048796,0.114292,0.17084025,0.226735,0.318102253,0.402281998,0.319467748
16.9,0.0554332,0.0519853,0.0912975,0.09915,0.29985,0.296317,0.213253,0.503007519,0.1048796,0.114292,0.17084025,0.226735,0.318102253,0.402281998,0.319467748
16.9,0.0401451,0.0439266,0.105969,0.120933,0.387846,0.30238,0.198757,0.524614813,0.1048796,0.114292,0.17084025,0.226735,0.318102253,0.402281998,0.319467748
16.9,0.06116379,0.05494628,0.09020461,0.07327361,0.45675784,0.16693506,0.09639463,0.723512218,0.1048796,0.114292,0.17084025,0.226735,0.318102253,0.402281998,0.319467748
17,0.0367167,0.035587,0.0727075,0.0791941,0.280141,0.215255,0.127905,0.559218679,0.08761585,0.09448605,0.160972005,0.230275,0.310672,0.387796495,0.305305495
17,0.0317968,0.0313625,0.0772422,0.0793863,0.373354,0.185784,0.107737,0.649307561,0.08761585,0.09448605,0.160972005,0.230275,0.310672,0.387796495,0.305305495
17.1,0.0672876,0.0774407,0.12811,0.181922,0.342229,0.350692,0.238916,0.305841256,0.1050923,0.122083,0.184491,0.253830495,0.344246,0.386878505,0.291630505
17.1,0.0631001,0.0572232,0.0813456,0.0860367,0.253904,0.242489,0.15986,0.49381348,0.1050923,0.122083,0.184491,0.253830495,0.344246,0.386878505,0.291630505
17.1,0.0381655,0.0398735,0.0883347,0.088151,0.374199,0.2021,0.118455,0.618682816,0.1050923,0.122083,0.184491,0.253830495,0.344246,0.386878505,0.291630505
17.2,0.0391207,0.0427343,0.0825294,0.103361,0.238864,0.271076,0.188064,0.395947111,0.1058005,0.1107154,0.181878,0.248940005,0.328099505,0.3888435,0.3026555
17.2,0.0280537,0.0258513,0.0666896,0.0600435,0.38834,0.184636,0.102163,0.732177924,0.1058005,0.1107154,0.181878,0.248940005,0.328099505,0.3888435,0.3026555
17.3,0.0654916,0.0690595,0.12418,0.13037,0.410335,0.311466,0.202212,0.517777716,0.08690575,0.0918099,0.16028,0.2261815,0.30175401,0.367505,0.293500495
17.3,0.0467785,0.0470236,0.0967937,0.109518,0.349096,0.190604,0.116047,0.52239574,0.08690575,0.0918099,0.16028,0.2261815,0.30175401,0.367505,0.293500495
17.3,0.0356088,0.0284326,0.0569298,0.0459708,0.300197,0.205104,0.100821,0.73440164,0.08690575,0.0918099,0.16028,0.2261815,0.30175401,0.367505,0.293500495
17.4,0.0390622,0.0361928,0.0807404,0.0785912,0.44466901,0.193951,0.104099,0.699609493,0.0781236,0.0818829,0.147734,0.218493,0.299282707,0.370740333,0.298075663
17.5,0.0630505,0.0571686,0.0784372,0.087345,0.223959,0.228697,0.179318,0.438844345,0.0758684,0.08324495,0.1432245,0.212835995,0.293856055,0.365169,0.296261995
17.7,0.0945383,0.107038,0.157616,0.220579,0.377224,0.409073,0.255118,0.262034483,0.093724745,0.100452,0.163232505,0.228333005,0.312838995,0.3756755,0.296285
17.8,0.0554331,0.0625009,0.105615,0.155909,0.301988,0.375737,0.264904,0.319021527,0.089087395,0.09510825,0.153730005,0.221599,0.308565505,0.37853649,0.29805901
18.1,0.0523054,0.0645521,0.10688,0.162346,0.353012,0.422832,0.254875,0.369968061,0.070954,0.0807182,0.138198,0.211636495,0.306699005,0.38239,0.29894101
18.3,0.0640957,0.0728472,0.11309,0.15299,0.259928,0.354086,0.255984,0.258981202,0.0769152,0.07930295,0.1369282,0.2119165,0.310823,0.381490995,0.298731505
18.3,0.105726,0.119851,0.18233401,0.24681599,0.46980199,0.39725101,0.267322,0.311164395,0.0769152,0.07930295,0.1369282,0.2119165,0.310823,0.381490995,0.298731505
18.3,0.0704802,0.0667802,0.0943466,0.106851,0.230135,0.232466,0.180778,0.365843091,0.0769152,0.07930295,0.1369282,0.2119165,0.310823,0.381490995,0.298731505
18.3,0.0436252,0.0377204,0.062627,0.0620691,0.285755,0.188398,0.119202,0.643100636,0.0769152,0.07930295,0.1369282,0.2119165,0.310823,0.381490995,0.298731505
18.5,0.0560314,0.0734265,0.1341,0.212534,0.354572,0.356461,0.224308,0.250461113,0.0718565,0.0864168,0.151086,0.233173,0.334333,0.38977099,0.312948
18.5,0.032302,0.0303925,0.0541771,0.0696793,0.141642,0.22875,0.176227,0.340536898,0.0718565,0.0864168,0.151086,0.233173,0.334333,0.38977099,0.312948
18.7,0.0172492,0.0123866,0.0415822,0.0257985,0.428328,0.130486,0.0596919,0.886381878,0.0776497,0.0868909,0.152668495,0.2272925,0.322973995,0.37091199,0.306577495
18.8,0.0159057,0.0071844,0.0182485,0.00733506,0.279056,0.0478708,0.0198231,0.948775915,0.0834429,0.087365,0.15425099,0.221412,0.31161499,0.35205299,0.30020699
18.8,0.0295506,0.0291821,0.0650637,0.0786015,0.304895,0.168596,0.0958366,0.590079701,0.0834429,0.087365,0.15425099,0.221412,0.31161499,0.35205299,0.30020699
19,0.0400635,0.0445222,0.0821031,0.106064,0.315485,0.22614,0.13912,0.496789223,0.07778245,0.0840695,0.148864995,0.2184545,0.315032995,0.366744995,0.303806995
19.1,0.0816072,0.0887259,0.140004,0.189276,0.348892,0.422641,0.298422,0.296591399,0.072122,0.080774,0.143479,0.215497,0.318451,0.381437,0.307407
19.1,0.043564,0.0452547,0.0807178,0.0899024,0.263824,0.250469,0.174247,0.491683968,0.072122,0.080774,0.143479,0.215497,0.318451,0.381437,0.307407
19.1,0.0136141,0.0145717,0.0530656,0.0627892,0.311324,0.170433,0.106924,0.664330475,0.072122,0.080774,0.143479,0.215497,0.318451,0.381437,0.307407
19.3,0.0526564,0.0480365,0.0674286,0.0946885,0.194916,0.193671,0.136761,0.346084056,0.06885825,0.0625294,0.13052625,0.193293395,0.282631495,0.356773495,0.288921005
19.3,0.05718385,0.04484824,0.06862817,0.05605167,0.36243558,0.16352521,0.0763934,0.732122448,0.06885825,0.0625294,0.13052625,0.193293395,0.282631495,0.356773495,0.288921005
19.4,0.0465692,0.0644869,0.124689,0.195077,0.395526,0.446356,0.270673,0.339397192,0.0700843,0.061441,0.1447155,0.2192648,0.311399,0.371077,0.292702
19.4,0.0782171,0.0795122,0.125704,0.157565,0.327303,0.328783,0.229916,0.350070535,0.0700843,0.061441,0.1447155,0.2192648,0.311399,0.371077,0.292702
19.4,0.0262359,0.035705,0.101948,0.140229,0.343579,0.291636,0.211129,0.420311363,0.0700843,0.061441,0.1447155,0.2192648,0.311399,0.371077,0.292702
19.5,0.0467932,0.0541554,0.0953344,0.136435,0.247209,0.249172,0.17824,0.288741646,0.0830641,0.0870398,0.126203,0.167961,0.261914,0.323138,0.284261
19.6,0.0337698,0.0403152,0.0821427,0.118712,0.30341,0.362715,0.224691,0.437546491,0.0865728,0.085778933,0.1442705,0.1980826,0.301338667,0.344397333,0.279246333
19.6,0.00997231,0.00558094,0.0295342,0.0166454,0.406123,0.124371,0.0584844,0.921255231,0.0865728,0.085778933,0.1442705,0.1980826,0.301338667,0.344397333,0.279246333
19.7,0.0435247,0.0455443,0.0963021,0.0995446,0.33761,0.188351,0.119351,0.544579423,0.09481705,0.0979479,0.144048,0.1874915,0.2963085,0.3310575,0.2725185
19.8,0.0554413,0.0520597,0.080438,0.0918268,0.252684,0.268732,0.18352,0.466914825,0.10657,0.108856,0.161893,0.207022,0.330703,0.338977,0.260776
19.8,0.0480176,0.0505826,0.0967482,0.119902,0.335379,0.206022,0.12959,0.473283533,0.10657,0.108856,0.161893,0.207022,0.330703,0.338977,0.260776
19.8,0.0490962,0.0512113,0.098779,0.103098,0.351511,0.232343,0.141216,0.546432209,0.10657,0.108856,0.161893,0.207022,0.330703,0.338977,0.260776
19.9,0.00431225,0.00081181,0.0314636,0.0154081,0.375128,0.1225,0.0566626,0.92109257,0.0985314,0.1085675,0.154807,0.213697667,0.310037667,0.378420333,0.307416667
20,0.0255633,0.025085,0.050263,0.0681976,0.14621,0.253422,0.198596,0.363850908,0.097933667,0.109005,0.155391667,0.220764333,0.307039333,0.377011667,0.311037
20,0.0391147,0.0361299,0.0943224,0.0782066,0.534109,0.213206,0.10967,0.744554606,0.097933667,0.109005,0.155391667,0.220764333,0.307039333,0.377011667,0.311037
20,0.04889597,0.04254657,0.08124842,0.08318099,0.33516204,0.19010781,0.10594254,0.602331178,0.097933667,0.109005,0.155391667,0.220764333,0.307039333,0.377011667,0.311037
20.5,0.0173928,0.017454,0.0551821,0.0493747,0.3498,0.174158,0.100937,0.752616085,0.08402485,0.09190405,0.144336095,0.193540005,0.284962995,0.346952995,0.281725
20.6,0.0476238,0.0576179,0.103301,0.144011,0.315906,0.355514,0.241477,0.373752221,0.0809006,0.0907655,0.1573662,0.212921,0.289972,0.357092,0.293185
20.7,0.0397527,0.045578,0.0797383,0.123698,0.250058,0.230714,0.139814,0.338081529,0.0851133,0.097547,0.1601247,0.2163871,0.292699,0.336059,0.291381
20.8,0.0694186,0.0769166,0.126458,0.169914,0.257868,0.315888,0.244831,0.205604724,0.0694186,0.0769166,0.126458,0.169914,0.257868,0.355888,0.284831
20.8,0.05072599,0.04552567,0.07985864,0.07926014,0.31390694,0.16426113,0.09389589,0.59681192,0.0694186,0.0769166,0.126458,0.169914,0.257868,0.355888,0.284831
20.9,0.0551378,0.0578212,0.102575,0.130574,0.308732,0.237275,0.155731,0.405544199,0.07461325,0.0787333,0.153706,0.211468,0.2936975,0.366212,0.288488495
21.1,0.0895527,0.0827374,0.127725,0.129315,0.38073,0.251469,0.180241,0.492927095,0.0720152,0.0757928,0.145720667,0.205191663,0.288526333,0.358172663,0.28858633
21.1,0.0433148,0.0348221,0.058975,0.0474025,0.394078,0.167124,0.0916007,0.785256653,0.0720152,0.0757928,0.145720667,0.205191663,0.288526333,0.358172663,0.28858633
21.2,0.103185,0.127462,0.20784,0.303426,0.517775,0.490377,0.285953,0.261018922,0.0720152,0.0757928,0.145720667,0.205191663,0.288526333,0.358172663,0.28858633
21.3,0.08486,0.109403,0.189314,0.289595,0.541107,0.490724,0.275404,0.302770428,0.0668191,0.0699118,0.12975,0.19263899,0.278184,0.34209399,0.288782
21.4,0.0721722,0.0930943,0.151917,0.223481,0.39715001,0.44549,0.290324,0.279826511,0.08198195,0.0860304,0.146811,0.200833995,0.26703,0.344827995,0.2731695
21.5,0.0799869,0.0803598,0.130175,0.145938,0.356962,0.31435,0.208706,0.419614237,0.088604633,0.0922176,0.145270333,0.19407233,0.271712333,0.351026997,0.278778333
21.5,0.016542,0.00628345,0.0220274,0.0020255,0.34624,0.0552063,0.0155191,0.98836807,0.088604633,0.0922176,0.145270333,0.19407233,0.271712333,0.351026997,0.278778333
21.6,0.11268,0.121932,0.197956,0.263254,0.461157,0.471101,0.369849,0.2731916,0.088604633,0.0922176,0.145270333,0.19407233,0.271712333,0.351026997,0.278778333
21.6,0.0709485,0.0731681,0.108915,0.141888,0.28093,0.278689,0.178386,0.328845981,0.088604633,0.0922176,0.145270333,0.19407233,0.271712333,0.351026997,0.278778333
21.6,0.0548716,0.0514662,0.08143,0.0896963,0.289381,0.224066,0.132523,0.526765122,0.088604633,0.0922176,0.145270333,0.19407233,0.271712333,0.351026997,0.278778333
21.8,0.04818248,0.04240134,0.0747048,0.07359031,0.32242572,0.20938295,0.13391009,0.628346812,0.098953933,0.1018677,0.148769667,0.196886,0.269814333,0.359540333,0.275133667
21.9,0.0534821,0.0555735,0.0899776,0.123821,0.29869401,0.241557,0.147384,0.413885911,0.0998585,0.10172705,0.1412185,0.1908145,0.2767835,0.3655295,0.283922
21.9,0.0413344,0.0436078,0.105623,0.132979,0.392513,0.206012,0.116069,0.493887633,0.0998585,0.10172705,0.1412185,0.1908145,0.2767835,0.3655295,0.283922
22,0.0416395,0.0413062,0.0734186,0.0782211,0.29230899,0.26850399,0.15498599,0.577788136,0.0956566,0.0936078,0.135425,0.189073,0.254237,0.33208001,0.26066199
22,0.02662475,0.02065474,0.05067123,0.03189868,0.42198411,0.18164706,0.08797063,0.859440892,0.0956566,0.0936078,0.135425,0.189073,0.254237,0.33208001,0.26066199
22.1,0.0332638,0.03681,0.0928168,0.094335,0.384412,0.200674,0.114732,0.605908758,0.09121225,0.09220355,0.13832315,0.19414,0.26402,0.345259005,0.27025999
22.2,0.0521213,0.0750189,0.140106,0.214306,0.376745,0.424785,0.279079,0.274830768,0.0867679,0.0907993,0.1412213,0.199207,0.273803,0.358438,0.27985799
22.8,0.0311827,0.0309657,0.0689511,0.097616,0.364693,0.186965,0.108146,0.577702359,0.09155225,0.1033906,0.1422755,0.18867,0.264719,0.352085505,0.275236505
23.1,0.0510428,0.0578642,0.108626,0.145425,0.286205,0.277944,0.209932,0.326158979,0.09074525,0.097566,0.134688,0.192608,0.2644855,0.352351,0.2768795
23.1,0.0622463,0.0623819,0.114923,0.132742,0.304298,0.291039,0.221916,0.392540729,0.09074525,0.097566,0.134688,0.192608,0.2644855,0.352351,0.2768795
23.3,0.054868,0.0700426,0.125766,0.16843,0.319138,0.355967,0.23154,0.3091015,0.0814705,0.086523,0.131956,0.198116,0.270859,0.352591,0.276332
23.3,0.0308986,0.026575,0.0496131,0.0473198,0.224099,0.216471,0.13843,0.651315237,0.0814705,0.086523,0.131956,0.198116,0.270859,0.352591,0.276332
23.5,0.101594,0.107122,0.16558,0.218048,0.368567,0.382234,0.288817,0.256589075,0.0900386,0.097457333,0.147975997,0.196351997,0.27125833,0.353572663,0.273823997
23.5,0.0575571,0.0605102,0.113135,0.139406,0.32486701,0.246857,0.16778199,0.399465414,0.0900386,0.097457333,0.147975997,0.196351997,0.27125833,0.353572663,0.273823997
